university,year,coord,country,latitude,longitude
Sankt Georgen Graduate School of Philosophy and Theology,1926,Point(8.712 50.09848),Germany,50.09848,8.712
Tohoku Bunkyo Junior College,1926,Point(140.303 38.2093),Japan,38.2093,140.303
Long Island University,1926,Point(-73.9819077 40.6972672),United States,40.6972672,-73.9819077
National Yilan University,1926,Point(121.745555555 24.748611111),Taiwan,24.748611111,121.745555555
IIT (ISM) Dhanbad,1926,Point(86.44194444 23.81333333),India,23.81333333,86.44194444
"Latin American Bible Institute, California",1926,Point(-117.989 34.0314),United States,34.0314,-117.989
Graduate School of Duke University,1926,Point(-78.928611111 36.000277777),United States,36.000277777,-78.928611111
Dr. Shyama Prasad Mukherjee University,1926,Point(85.322986111 23.388308333),India,23.388308333,85.322986111
Sir George Williams University,1926,Point(-73.579 45.497),Canada,45.497,-73.579
Alberta University of the Arts,1926,Point(-114.091 51.062),Canada,51.062,-114.091
Meijo University,1926,Point(136.976 35.136),Japan,35.136,136.976
Protestant College for Church Music in Halle,1926,Point(11.9665376 51.484755),Germany,51.484755,11.9665376
Art and Design University of Cluj-Napoca,1926,Point(23.618435 46.779407),Romania,46.779407,23.618435
Polish College of Theology and Humanities,1926,Point(20.727 52.1144),Poland,52.1144,20.727
Zaporizhzhia Medical Academy of Post-Graduate Education Ministry of Health of Ukraine,1926,Point(35.0745 47.87146),Ukraine,47.87146,35.0745
Poznań University of Economics,1926,Point(16.91833333 52.40611111),Poland,52.40611111,16.91833333
Sugino Fashion College,1926,Point(139.426 35.6465),Japan,35.6465,139.426
Lincoln University,1926,Point(-122.269580555 37.804794444),United States,37.804794444,-122.269580555
Kunitachi College of Music,1926,Point(139.41144 35.73229),Japan,35.73229,139.41144
Gazi University,1926,Point(32.8201 39.93944),Turkey,39.93944,32.8201
Webber International University,1927,Point(-81.5359 27.8398),United States,27.8398,-81.5359
Manhattan Christian College,1927,Point(-96.5789 39.1856),United States,39.1856,-96.5789
University of Pittsburgh at Johnstown,1927,Point(-78.834913 40.267507),United States,40.267507,-78.834913
University of Southern Philippines Foundation,1927,Point(123.901 10.3291),Philippines,10.3291,123.901
Sargodha Institute of Technology,1927,Point(72.694364 32.08312),Pakistan,32.08312,72.694364
Austin Peay State University,1927,Point(-87.3546 36.5323),United States,36.5323,-87.3546
University of Texas–Pan American,1927,Point(-98.1732 26.3062),United States,26.3062,-98.1732
Bunkyo University,1927,Point(139.773666666 35.904944444),Japan,35.904944444,139.773666666
Academy of Professional Development and Retraining of Educators,1927,Point(37.49472 55.83865),Russia,55.83865,37.49472
Nelson University,1927,Point(-96.853 32.4038),United States,32.4038,-96.853
University of Houston,1927,Point(-95.339162 29.718922),United States,29.718922,-95.339162
Negros Oriental State University,1927,Point(123.30337 9.31197),Philippines,9.31197,123.30337
The Master's University,1927,Point(-118.520314 34.381383),United States,34.381383,-118.520314
University of Hull,1927,Point(-0.36944 53.77167),United Kingdom,53.77167,-0.36944
Massey University,1927,Point(175.6166 -40.3848),New Zealand,-40.3848,175.6166
Tilburg University,1927,Point(5.041944444 51.562777777),Netherlands,51.562777777,5.041944444
Komazawa Women's University,1927,Point(139.49341667 35.62769444),Japan,35.62769444,139.49341667
Pio pontificio collegio brasiliano,1927,Point(12.421272 41.897022),Italy,41.897022,12.421272
Hanbat National University,1927,Point(127.300611111 36.350777777),South Korea,36.350777777,127.300611111
Fudan University Shanghai Medical College,1927,Point(121.45194444 31.19777778),People's Republic of China,31.19777778,121.45194444
Panteion University,1927,Point(23.7170648 37.9596291),Greece,37.9596291,23.7170648
Bulawayo Polytechnic College,1927,Point(28.593293 -20.160363),Zimbabwe,-20.160363,28.593293
Zhongkai University of Agriculture and Engineering,1927,Point(113.281 23.1079),People's Republic of China,23.1079,113.281
Capitol Technology University,1927,Point(-76.8515 39.0475),United States,39.0475,-76.8515
Telšiai Bishop Vincentas Borisevičius Priest Seminary,1927,Point(22.245347 55.982694),Lithuania,55.982694,22.245347
National Chengchi University,1927,Point(121.575222222 24.986991666),Taiwan,24.986991666,121.575222222
Federal University of Minas Gerais,1927,Point(-43.9663841 -19.8690878),Brazil,-19.8690878,-43.9663841
Mindanao University of Science and Technology,1927,Point(124.656522 8.485695),Philippines,8.485695,124.656522
HRH The Prince Of Wales Institute Of Engineering and Technology,1927,Point(94.2174 26.7533),India,26.7533,94.2174
Shibaura Institute of Technology,1927,Point(139.79444444 35.66027778),Japan,35.66027778,139.79444444
Pontifical Faculty of Theology of Sardinia,1927,Point(9.13155278 39.21950278),Italy,39.21950278,9.13155278
Nizhny Novgorod Academy of Ministry of Internal Affairs of Russia,1927,Point(43.99167 56.26944),Russia,56.26944,43.99167
Folkwang University of the Arts,1927,Point(7.00444 51.3875),Germany,51.3875,7.00444
Texas Tech University College of Architecture,1927,Point(-101.880664 33.58072),United States,33.58072,-101.880664
Roorkee Adventist College,1927,Point(77.8825 29.8302),India,29.8302,77.8825
University of the Southern Caribbean,1927,Point(-61.4076 10.6935),Trinidad and Tobago,10.6935,-61.4076
Southeast University School of Architecture,1927,Point(118.795357084 32.054387441),People's Republic of China,32.054387441,118.795357084
University of Bridgeport,1927,Point(-73.19109 41.16586),United States,41.16586,-73.19109
"Escuela Militar ""Capitan General Gerardo Barrios""",1927,Point(-89.253333333 13.682222222),El Salvador,13.682222222,-89.253333333
University of La Laguna,1927,Point(-16.317047222 28.481761111),Spain,28.481761111,-16.317047222
Montana State University Billings,1927,Point(-108.523888888 45.796666666),United States,45.796666666,-108.523888888
University of Arkansas at Little Rock,1927,Point(-92.3407 34.7225),United States,34.7225,-92.3407
Dr. Bhimrao Ambedkar University,1927,Point(78.0155 27.1995),India,27.1995,78.0155
Polish Air Force University,1927,Point(21.85962 51.55756),Poland,51.55756,21.85962
Youngsan University of Son Studies,1927,Point(126.440805555 35.325916666),South Korea,35.325916666,126.440805555
"University of Medicine 1, Yangon",1927,Point(96.133889 16.819167),Myanmar,16.819167,96.133889
Samarkand State University,1927,Point(66.961117306 39.644700794),Uzbekistan,39.644700794,66.961117306
Saint Joseph College of Maasin,1928,Point(124.83756 10.13201),Philippines,10.13201,124.83756
Republic of China Air Force Academy,1928,Point(120.266 22.7825),Taiwan,22.7825,120.266
Beijing Film Academy,1928,Point(116.3532808 39.9717416),People's Republic of China,39.9717416,116.3532808
University of Arkansas-Fort Smith,1928,Point(-94.3746 35.3836),United States,35.3836,-94.3746
National Teachers College,1928,Point(120.98906 14.59798),Philippines,14.59798,120.98906
Kazakh National Pedagogical University,1928,Point(76.954121 43.256322),Soviet Union,43.256322,76.954121
Lewis College of Business,1928,Point(-83.06472222 42.36111111),United States,42.36111111,-83.06472222
Hope International University,1928,Point(-117.885416073 33.876558612),United States,33.876558612,-117.885416073
Guangxi University,1928,Point(108.284511111 22.839033333),People's Republic of China,22.839033333,108.284511111
"Junior College, Osaka Sangyo University",1928,Point(135.64666667 34.70833333),Japan,34.70833333,135.64666667
K. N. Toosi University of Technology,1928,Point(51.4128 35.7626),Iran,35.7626,51.4128
Showa Medical University,1928,Point(139.702 35.60961111),Japan,35.60961111,139.702
Mount Mercy University,1928,Point(-91.6515 42.0022),United States,42.0022,-91.6515
Angelo State University,1928,Point(-100.458333333 31.4375),United States,31.4375,-100.458333333
University of Georgia College of Environment & Design,1928,Point(-83.37269 33.95528),United States,33.95528,-83.37269
Kurume University,1928,Point(130.511111111 33.328694444),Japan,33.328694444,130.511111111
Q1453964,1928,Point(9.19228 48.7822),Germany,48.7822,9.19228
VCU School of the Arts,1928,Point(-77.454405 37.549393),United States,37.549393,-77.454405
Perth Bible College,1928,Point(115.766 -31.872),Australia,-31.872,115.766
Kazakh National Pedagogical University,1928,Point(76.954121 43.256322),Kazakhstan,43.256322,76.954121
Yusuf Bala Usman College of Legal and General Studies,1928,Point(7.62227 12.98156),Nigeria,12.98156,7.62227
Kanagawa University,1928,Point(139.62048056 35.48496111),Japan,35.48496111,139.62048056
Aarhus University,1928,Point(10.201111111 56.170555555),Denmark,56.170555555,10.201111111
Anhui University,1928,Point(117.251596 31.845516),People's Republic of China,31.845516,117.251596
Kansai Medical University,1928,Point(135.55638889 34.72888889),Japan,34.72888889,135.55638889
Taihoku Imperial University,1928,Point(121.53388889 25.01666667),Taiwan under Japanese rule,25.01666667,121.53388889
National Taiwan University,1928,Point(121.536 25.016),Taiwan,25.016,121.536
Osaka City University,1928,Point(135.507538888 34.592736111),Japan,34.592736111,135.507538888
National University of Civil Defense of Ukraine,1928,Point(36.24808 50.01125),Ukraine,50.01125,36.24808
Seminary of the Immaculate Conception,1928,Point(-73.47097222 40.90505556),United States,40.90505556,-73.47097222
Kobe Design University,1928,Point(135.05694444 34.6775),Japan,34.6775,135.05694444
Birla Institute of Technology and Science,1929,Point(75.58701667 28.36387778),India,28.36387778,75.58701667
Academy of Art University,1929,Point(-122.40065 37.78785),United States,37.78785,-122.40065
Józef Piłsudski University of Physical Education in Warsaw,1929,Point(20.95444444 52.28527778),Poland,52.28527778,20.95444444
Rostov State Transport University,1929,Point(39.69833334 47.25083334),Russia,47.25083334,39.69833334
Pontifical Ethiopian College,1929,Point(12.44966667 41.90236111),Vatican City,41.90236111,12.44966667
Azerbaijan Teachers Institute,1929,Point(49.858 40.4039),Azerbaijan,40.4039,49.858
Federico Santa María Technical University,1929,Point(-71.595079 -33.035021),Chile,-33.035021,-71.595079
Savannah Technical College,1929,Point(-81.115821 32.023864),United States,32.023864,-81.115821
Montana State University–Northern,1929,Point(-109.688662 48.542071),United States,48.542071,-109.688662
Carlow University,1929,Point(-79.9642 40.4397),United States,40.4397,-79.9642
Tamagawa University,1929,Point(139.468 35.5669),Japan,35.5669,139.468
Krasnodar Higher Military School named after General of the Army S. Shtemenko,1929,Point(38.961889 45.014049),Russia,45.014049,38.961889
Tokyo City University,1929,Point(139.651 35.5989),Japan,35.5989,139.651
Collegium Russicum,1929,Point(12.50055556 41.89688889),Italy,41.89688889,12.50055556
Eastern Oregon University,1929,Point(-118.092 45.32),United States,45.32,-118.092
Misamis University,1929,Point(123.84104 8.14991),Philippines,8.14991,123.84104
Pittsburgh Institute of Aeronautics,1929,Point(-79.926389 40.350833),United States,40.350833,-79.926389
Bryansk State Technical University,1929,Point(34.305587 53.305179),Russia,53.305179,34.305587
Francišak Skaryna Homiel State University,1929,Point(31.00111111 52.44305556),Belarus,52.44305556,31.00111111
Agricultural University of Georgia,1929,Point(44.7682 41.8056),Georgia,41.8056,44.7682
Musashino Academia Musicae,1929,Point(139.67218056 35.74133611),Japan,35.74133611,139.67218056
Batumi State Maritime Academy,1929,Point(41.621786 41.646983),Georgia,41.646983,41.621786
"Institute of Veterinary Medicine, South Ural State Agrarian University",1929,Point(61.54306 54.08444),Russia,54.08444,61.54306
Pontifical Institute of Mediaeval Studies,1929,Point(-79.3911 43.6656),Canada,43.6656,-79.3911
New Jersey City University,1929,Point(-74.088611111 40.709444444),United States,40.709444444,-74.088611111
Atlanta University Center,1929,Point(-84.411 33.749),United States,33.749,-84.411
Quinnipiac University,1929,Point(-72.8945 41.420111111),United States,41.420111111,-72.8945
Far East State Medical University,1929,Point(135.070687 48.48103301),Russia,48.48103301,135.070687
Annamalai University,1929,Point(79.714758 11.390845),India,11.390845,79.714758
Chongqing University,1929,Point(106.47481537 29.57035065),People's Republic of China,29.57035065,106.47481537
Fu Jen Faculty of Theology of St. Robert Bellarmine,1929,Point(121.42926 25.03488),Republic of China,25.03488,121.42926
Kazakh National Agrarian University,1929,Point(76.952001 43.241943),Kazakhstan,43.241943,76.952001
Fu Jen Faculty of Theology of St. Robert Bellarmine,1929,Point(121.42926 25.03488),Philippines,25.03488,121.42926
Fu Jen Faculty of Theology of St. Robert Bellarmine,1929,Point(121.42926 25.03488),Taiwan,25.03488,121.42926
Kazakh National Agrarian University,1929,Point(76.952001 43.241943),Soviet Union,43.241943,76.952001
Iran University of Science and Technology,1929,Point(51.506809236 35.74177634),Iran,35.74177634,51.506809236
La Salle University,1929,Point(123.84649 8.14892),Philippines,8.14892,123.84649
Arkhangelsk State Technical University,1929,Point(40.5526 64.5284),Russia,64.5284,40.5526
Ukrainian Catholic University,1929,Point(24.037496 49.822999),Ukraine,49.822999,24.037496
Novosibirsk State University of Economics and Management,1929,Point(82.92889 55.03389),Russia,55.03389,82.92889
Volgograd State Technical University,1930,Point(44.52806 48.71361),Russia,48.71361,44.52806
Akaki Tsereteli State University,1930,Point(42.710592 42.2645536),Georgia,42.2645536,42.710592
Voronezh State University of Architecture and Civil Engineering,1930,Point(39.192222 51.652222),Russia,51.652222,39.192222
Moscow State University of Environmental Management,1930,Point(37.549583 55.835611),Russia,55.835611,37.549583
Art Center College of Design,1930,Point(-118.185 34.168611111),United States,34.168611111,-118.185
Don State Technical University,1930,Point(39.712222 47.237222),Russia,47.237222,39.712222
Institute of History and Archives,1930,Point(37.6223 55.7574),Russia,55.7574,37.6223
Siberian State Industrial University,1930,Point(87.1275 53.756944444),Russia,53.756944444,87.1275
Azerbaijan University of Cooperation,1930,Point(49.8379 40.4098),Azerbaijan,40.4098,49.8379
Kharkiv National University of Radioelectronics,1930,Point(36.22777778 50.015),Ukraine,50.015,36.22777778
St. Edward Seminary,1930,Point(-122.257 47.7331),United States,47.7331,-122.257
Laguna College of Business and Arts,1930,Point(121.162116 14.210507),Philippines,14.210507,121.162116
Saint Petersburg State Marine Technical University,1930,Point(30.27611 59.91806),Russia,59.91806,30.27611
